station_id,begin_time,phase_index,phase_time,phase_score,phase_type,phase_amplitude
CI.BOM..HH,2020-10-01T00:00:00.008,14728,2020-10-01T00:02:27.288,0.767,P,1.581637297931593e-05
CI.BOM..HH,2020-10-01T00:00:00.008,15488,2020-10-01T00:02:34.888,0.603,S,1.581637297931593e-05
